Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
Camden At Virginia Lake Crossing Homeowners Association,0072962007-1,REG,137,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Heather Glen Condominiums Homeowners' Association,0049812014-1,REG,4,(775) 832-0888,C/O Associa Sierra North,931 Tahoe Blvd Ste 2,Incline Village,NV,89451,Washoe
Lot 2 Boulder Court Condominiums Homeowners Association Inc,0792872005-9,SUB,18,(530) 314-7468,C/O Associa Sierra North,3338 Sandy Way,S Lake Tahoe,CA,96150,
Falconcrest Homeowners Association,6321-1986,REG,82,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Lakeside Ranch Estates Owner Association,15443-2000,REG,15,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Evans Creek Estates Homeowners Association,1808-1992,REG,82,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"Lot 21 Condominiums Owners Association, Tahoe Village Unit No. 2",684-1979,SUB,8,(530) 314-7468,C/O Associa Sierra North,3338 Sandy Way,S Lake Tahoe,CA,96152,
Chateau Condominium,287-1966,REG,20,(775) 832-0888,C/O Associa Sierra North,931 Tahoe Blvd Ste 2,Incline Village,NV,89451,Washoe
Castle Rock Homeowners Association,488-1996,REG,182,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Vista Del Sur Townhouse Association,1094-1985,REG,40,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Edgewater Homeowners Association,148-1986,REG,191,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"G. Curti Ranch And Caramella Ranch Landscape Maintenance Association, Inc.",0087932006-4,REG,703,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"Village At Somersett Town Center Homeowners Association, The",35823-2004,SUB,218,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"Village At Idlewild Park Homeowners' Association, The",0701742006-6,REG,216,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Plumas South Condominium Association,5416-1986,REG,28,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Hillcrest Estates Aka Hillcrest Maintenance Association,28579-2004,REG,86,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Damonte Foothills Landscape Maintenance Association,0643092006-6,REG,317,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Glen Manor At Virginia Lake Crossing Homeowners Association,0073002007-8,REG,82,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Damonte Ridge Homeowners Association,8843-2004,SUB,74,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Arrowcreek Homeowners Association,9936-1997,REG,1090,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Incline Creek Estates Homeowners' Association,0782402005-2,REG,68,(775) 823-0888,C/O Associa Sierra North,931 Tahoe Blvd Ste 2,Incline Village,NV,89451,Washoe
Galena Terrace Maintenance Association Inc,14565-1996,REG,349,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Northwood Estates,545-1966,REG,50,(775) 831-0888,C/O Associa Sierra North,931 Tahoe Blvd Ste 2,Incline Village,NV,89451,Washoe
Ironstone Homeowners' Association,34129-2004,SUB,217,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
New Edition Homeowners Association,29904-2004,SUB,134,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Upstream Homeowners Association,0058462008-4,REG,108,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"G. Curti Ranch And Caramella Ranch Drainage Maintenance Association, Inc.",0087952006-6,REG,703,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"Rancho San Rafael Townhomes, Phase Ii Homeowners Association",0219322005-0,REG,104,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"Rancho San Rafael Townhomes, Phase Iii Homeowners Association",0528292005-9,REG,200,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
New Edition Ii Homeowners Association,0224282011-9,SUB,34,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Kendall Creek Homeowners Association,31651-1998,REG,102,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Pioneer Meadows Village 9 Homeowners Association,0542912006-4,SUB,77,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Country Club Villas Homeowners Association,8436-1994,REG,50,(775) 832-0888,C/O Associa Sierra North,931 Tahoe Blvd Ste 2,Incline Village,NV,89451,Washoe
Highland Ranch Homeowners Association,4161-1993,REG,1626,(775) 673-0500,C/O Associa Sierra North,5860 Lightning Dr,Sun Valley,NV,89433,Washoe
Clearacre Condominium Homeowners Association,6070-1982,REG,63,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Grand Sierra Resort Unit-Owners' Association,0891832006-6,REG,670,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
"Herons Landing Homeowner Association, The",13396-1997,REG,162,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Cross Timbers Homeowners' Association,0311472006-1,SUB,128,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Grand Vistas,28577-2004,REG,74,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Vintage Hills Community Association,1052-1994,REG,179,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Third Creek Homeowners' Association,3714-1982,REG,151,(775) 832-0888,C/O Associa Sierra North,931 Tahoe Blvd Ste 2,Incline Village,NV,89451,Washoe
River Oak Homeowners Association,2125-1984,REG,172,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Wingfield Springs Community Association,19212-1995,MSTR,2462,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe
Riverpark Landscape Maintenance Association,0073562007-4,REG,601,(775) 626-7333,C/O Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Lyon
Paloma Valley Association,0218542005-5,REG,54,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Carmel Ridge Association,11322-2004,REG,96,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Sterling Court Homeowners Association,7822-2002,REG,158,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Amber Wood Homeowners Association,27877-2004,REG,55,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Clare Ridge I Association,17039-2004,REG,255,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Brighton Homeowners Association,27091-2004,REG,91,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Alterra Homeowners Association,24204-2002,SUB,158,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Greenwood Homeowners Association Inc,2360-1973,REG,109,(702) 365-8653,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Chatham Hills Association,17038-2004,REG,146,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Sheffield Homeowners Association,0780842005-2,REG,46,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Calabria Homeowners Association,27890-2004,REG,70,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Centennial And Lamb Association,0223062005-4,REG,188,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Coventry Homes At Anthem Community Association Inc,14525-1998,REG,1124,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Country Glen Association,17037-2004,REG,61,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Pinecrest Homeowners Association Ii,0218562005-7,REG,80,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Picket Lane Association,0218552005-6,REG,98,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Crimson Heights Association,2620-2004,REG,85,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Crestwood Homeowners Association,5840-2004,REG,93,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Newbury Homeowners Association,29577-2004,REG,183,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Manchester At Westlake Association,5473-2003,REG,205,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Somerset Landscape Maintenance Association,19021-2000,REG,175,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Cumberland Homeowners Association,0780772005-3,REG,48,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Hillcrest Estates Homeowners Association,0088112006-7,REG,27,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Greenwood By Richmond Homeowners Association,0780082005-0,REG,60,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Crescent Valley Association,27888-2004,REG,131,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Mesa Verde By Richmond Homeowners Association,0515542005-5,REG,93,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Sapphire Springs Homeowners Association,0006382006-0,REG,74,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Mesa Verde Homeowners Association,0327782005-5,REG,284,(702) 365-8653,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Cherry Lane Association,5467-2004,REG,246,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Bella Lago Homeowners Association,0146922006-5,REG,114,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Whisper Rock Association,17033-2004,REG,64,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Bonita Vista Homeowners Association,0397502006-8,REG,51,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Bonita Hills Association,24704-2003,REG,86,(702) 356-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Fiore Homeowners Association,29572-2004,REG,90,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Murano Homeowners Association,0664502005-1,REG,121,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
La Siena Association,27996-2002,REG,92,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Morning Hills Association,0218532005-4,REG,51,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Benton Homeowners Association,0100952006-4,REG,65,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Avery Court Association,16200-2004,REG,106,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Trailwood Homeowners Association,0096672005-2,REG,51,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Moreno Valley Association,17036-2004,REG,96,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Avignon Homeowners Association,29614-2003,REG,79,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Desert Sky Association,0218522005-3,REG,40,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Sunrise Valley Estates Association,24159-2002,REG,318,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Hampton Park Association,27090-2004,REG,97,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Avila Court Association,17367-2003,REG,78,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Terraza Homeowners Association,0086372006-5,SUB,247,(702) 365-1621,C/O Associated Community Management,6625 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark
Summer Breeze Homeowners Association Inc.,0901012006-1,REG,371,(775) 626-7333,C/O Associated Management Inc,5955 Tyrone Rd Ste 1,Reno,NV,89502,Lyon
Cactus Creek At Mountains Edge Homeowners Association,0120272007-7,SUB,415,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89179,Clark
Weston Hills Homeowners' Association,0467252005-1,REG,864,(702) 257-1277 X150,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Horizon View Community Association,0182342014-9,REG,44,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Cliffs At Dover Community Association,0216652009-0,MSTR,506,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Las Casitas Townhouse Owners Association,5510-1987,REG,115,(702) 808-7399,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Living Smart At Providence Community Association,0052402012-8,SUB,106,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Sandstone At Eldorado Homeowners' Association,0612782008-4,REG,400,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Rancho Bella Community Association,0278522014-6,REG,41,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Burson Ranch Homeowners' Association,0006532006-9,REG,586,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Nye
Southshore Golf Villas Homeowners Association,16560-1999,SUB,20,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Durango Trail Assemblage Homeowners' Association,0264782013-9,REG,200,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Summerglen Homeowners' Association,0468872014-7,REG,111,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd #100,Las Vegas,NV,89118,Clark
Durango Ranch Homeowners' Association,0012532012-5,REG,200,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Park Raven Community Association,0386742014-3,REG,33,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Eldorado Vista Homeowners' Association,0578592013-5,REG,145,(702) 808-7399,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
French Oaks Homeowners Association Inc,1614-1984,REG,176,(702) 257-1277 X150,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
"Summit At Mountains Edge Homeowners Association, The",0450512005-4,SUB,170,(702) 257-1277 X 150,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Fairbrook Community Association,0385112006-7,REG,209,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Summercrest Villas Homeowners Association,16480-1996,REG,68,(702) 257-1277 x150,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Rancho Viejo Homeowners Association,23908-2004,REG,312,(702) 257-1277,C/O Associated Professional Services,4966 S Rainbow Blvd Ste 100,Las Vegas,NV,89118,Clark
Summerfield Village Homeowners Association,10416-1988,REG,143,(702) 868-0900,C/O Assured Real Estate Inc,P.O. Box 530778,Henderson,NV,89053,Clark
Hearthstone Condominiums Homeowners Asso,8343-1983,REG,42,(702) 868-0900,C/O Assured Real Estate Inc,Po Box 530778,Henderson,NV,89053,Clark
Laguna Del Rey Homeowners Association,5805-1991,REG,137,(702) 868-0900,C/O Assured Real Estate Inc,Po Box 530778,Henderson,NV,89053,Clark
Green Valley Village Community Association,38-1989,MSTR,431,(702) 868-0900,C/O Assured Real Estate Inc,Po Box 530778,Henderson,NV,89053,Clark
Adhara Cove Homeowners Association,0278802014-0,REG,203,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Mesa Verde Community Association,0390302014-7,REG,125,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Palo Verde Ranch Homeowners Association,7578-2004,REG,93,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Sierra Crossings At Shadow Hills Owners' Association,4370-2002,REG,278,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Sedona Sw Homeowners' Association,0476622012-6,REG,117,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Castlewood Homeowners Association,18487-2000,SUB,107,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Zephyr Ridge Homeowners' Association,0553902013-5,REG,88,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Eagle Ranch Nw Homeowners Association,0327842014-4,REG,70,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Harmony Heights Homeowners Association,0719412008-9,REG,68,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Monticello At Providence Homeowners Association,0754612006-4,SUB,190,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Monterra Homeowners' Association,0041552015-5,REG,58,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
Hearthstone/Brookstone Homeowners Association,0091362007-2,SUB,245,(702) 531-3382,C/O Camco,Po Box 12117,Las Vegas,NV,89112,Clark
